pokemon_species_id,local_language_id,name,genus
690,9,Skrelp,Mock Kelp Pokémon
691,9,Dragalge,Mock Kelp Pokémon
692,9,Clauncher,Water Gun Pokémon
693,9,Clawitzer,Howitzer Pokémon
694,9,Helioptile,Generator Pokémon
695,9,Heliolisk,Generator Pokémon
696,9,Tyrunt,Royal Heir Pokémon
697,9,Tyrantrum,Despot Pokémon
698,9,Amaura,Tundra Pokémon
699,9,Aurorus,Tundra Pokémon
700,9,Sylveon,Intertwining Pokémon
701,9,Hawlucha,Wrestling Pokémon
702,9,Dedenne,Antenna Pokémon
703,9,Carbink,Jewel Pokémon
704,9,Goomy,Soft Tissue Pokémon
705,9,Sliggoo,Soft Tissue Pokémon
706,9,Goodra,Dragon Pokémon
707,9,Klefki,Key Ring Pokémon
708,9,Phantump,Stump Pokémon
709,9,Trevenant,Elder Tree Pokémon
710,9,Pumpkaboo,Pumpkin Pokémon
711,9,Gourgeist,Pumpkin Pokémon
712,9,Bergmite,Ice Chunk Pokémon
713,9,Avalugg,Iceberg Pokémon
714,9,Noibat,Sound Wave Pokémon
715,9,Noivern,Sound Wave Pokémon
716,9,Xerneas,Life Pokémon
717,9,Yveltal,Destruction Pokémon
718,9,Zygarde,Order Pokémon
719,9,Diancie,Jewel Pokémon
720,9,Hoopa,Mischief Pokémon
721,9,Volcanion,Steam Pokémon
722,9,Rowlet,Grass Quill Pokémon
723,9,Dartrix,Blade Quill Pokémon
724,9,Decidueye,Arrow Quill Pokémon
725,9,Litten,Fire Cat Pokémon
726,9,Torracat,Fire Cat Pokémon
727,9,Incineroar,Heel Pokémon
728,9,Popplio,Sea Lion Pokémon
729,9,Brionne,Pop Star Pokémon
730,9,Primarina,Soloist Pokémon
731,9,Pikipek,Woodpecker Pokémon
732,9,Trumbeak,Bugle Beak Pokémon
733,9,Toucannon,Cannon Pokémon
734,9,Yungoos,Loitering Pokémon
735,9,Gumshoos,Stakeout Pokémon
736,9,Grubbin,Larva Pokémon
737,9,Charjabug,Battery Pokémon
738,9,Vikavolt,Stag Beetle Pokémon
739,9,Crabrawler,Boxing Pokémon
740,9,Crabominable,Woolly Crab Pokémon
741,9,Oricorio,Dancing Pokémon
742,9,Cutiefly,Bee Fly Pokémon
743,9,Ribombee,Bee Fly Pokémon
744,9,Rockruff,Puppy Pokémon
745,9,Lycanroc,Wolf Pokémon
746,9,Wishiwashi,Small Fry Pokémon
747,9,Mareanie,Brutal Star Pokémon
748,9,Toxapex,Brutal Star Pokémon
749,9,Mudbray,Donkey Pokémon
750,9,Mudsdale,Draft Horse Pokémon
751,9,Dewpider,Water Bubble Pokémon
752,9,Araquanid,Water Bubble Pokémon
753,9,Fomantis,Sickle Grass Pokémon
754,9,Lurantis,Bloom Sickle Pokémon
755,9,Morelull,Illuminating Pokémon
756,9,Shiinotic,Illuminating Pokémon
757,9,Salandit,Toxic Lizard Pokémon
758,9,Salazzle,Toxic Lizard Pokémon
759,9,Stufful,Flailing Pokémon
760,9,Bewear,Strong Arm Pokémon
761,9,Bounsweet,Fruit Pokémon
762,9,Steenee,Fruit Pokémon
763,9,Tsareena,Fruit Pokémon
764,9,Comfey,Posy Picker Pokémon
765,9,Oranguru,Sage Pokémon
766,9,Passimian,Teamwork Pokémon
767,9,Wimpod,Turn Tail Pokémon
768,9,Golisopod,Hard Scale Pokémon
769,9,Sandygast,Sand Heap Pokémon
770,9,Palossand,Sand Castle Pokémon
771,9,Pyukumuku,Sea Cucumber Pokémon
772,9,Type: Null,Synthetic Pokémon
773,9,Silvally,Synthetic Pokémon
774,9,Minior,Meteor Pokémon
775,9,Komala,Drowsing Pokémon
776,9,Turtonator,Blast Turtle Pokémon
777,9,Togedemaru,Roly-Poly Pokémon
778,9,Mimikyu,Disguise Pokémon
779,9,Bruxish,Gnash Teeth Pokémon
780,9,Drampa,Placid Pokémon
781,9,Dhelmise,Sea Creeper Pokémon
782,9,Jangmo-o,Scaly Pokémon
783,9,Hakamo-o,Scaly Pokémon
784,9,Kommo-o,Scaly Pokémon
785,9,Tapu Koko,Land Spirit Pokémon
786,9,Tapu Lele,Land Spirit Pokémon
787,9,Tapu Bulu,Land Spirit Pokémon
788,9,Tapu Fini,Land Spirit Pokémon
789,9,Cosmog,Nebula Pokémon
790,9,Cosmoem,Protostar Pokémon
791,9,Solgaleo,Sunne Pokémon
792,9,Lunala,Moone Pokémon
793,9,Nihilego,Parasite Pokémon
794,9,Buzzwole,Swollen Pokémon
795,9,Pheromosa,Lissome Pokémon
796,9,Xurkitree,Glowing Pokémon
797,9,Celesteela,Launch Pokémon
798,9,Kartana,Drawn Sword Pokémon
799,9,Guzzlord,Junkivore Pokémon
800,9,Necrozma,Prism Pokémon
801,9,Magearna,Artificial Pokémon
802,9,Marshadow,Gloomdweller Pokémon
803,9,Poipole,Poison Pin Pokémon
804,9,Naganadel,Poison Pin Pokémon
805,9,Stakataka,Rampart Pokémon
806,9,Blacephalon,Fireworks Pokémon
807,9,Zeraora,Thunderclap Pokémon
