move_id,version_group_id,language_id,flavor_text
88,4,9,Drops rocks on the enemy.
88,5,9,Throws small rocks to strike the foe.
88,6,9,Throws small rocks to strike the foe.
88,7,9,"The foe is attacked with a shower of small, easily thrown rocks."
88,8,9,The user picks up and throws a small rock at the foe to attack. 
88,9,9,The user picks up and throws a small rock at the foe to attack. 
88,10,9,The user picks up and throws a small rock at the foe to attack. 
88,11,9,The user picks up and throws a small rock at the target to attack.
88,14,9,The user picks up and throws a small rock at the target to attack.
88,15,9,The user picks up and throws a small rock at the target to attack.
88,16,9,The user picks up and throws a small rock at the target to attack.
88,17,9,The user picks up and throws a small rock at the target to attack.
88,18,9,The user picks up and throws a small rock at the target to attack.
89,3,9,Tough but useless vs. flying foes.
89,4,9,Tough but useless vs. flying foes.
89,5,9,"A powerful quake, but has no effect on flying foes."
89,6,9,"A powerful quake, but has no effect on flying foes."
89,7,9,An earthquake that strikes all POKéMON in battle excluding the user.
89,8,9,The user sets off an earthquake that hits all the Pokémon in the battle. 
89,9,9,The user sets off an earthquake that hits all the Pokémon in the battle. 
89,10,9,The user sets off an earthquake that hits all the Pokémon in the battle. 
89,11,9,The user sets off an earthquake that strikes those around it.
89,14,9,The user sets off an earthquake that strikes those around it.
89,15,9,The user sets off an earthquake that strikes every Pokémon around it. 
89,16,9,The user sets off an earthquake that strikes every Pokémon around it. 
89,17,9,The user sets off an earthquake that strikes every Pokémon around it.
89,18,9,The user sets off an earthquake that strikes every Pokémon around it.
90,3,9,"A ground-type, one-hit KO attack."
90,4,9,"A ground-type, one-hit KO attack."
90,5,9,A one-hit KO move that drops the foe in a fissure.
90,6,9,A one-hit KO move that drops the foe in a fissure.
90,7,9,The foe is dropped into a fissure. The foe faints if it hits.
90,8,9,The user opens up a fissure in the ground and drops the foe in. The target instantly faints if it hits.
90,9,9,The user opens up a fissure in the ground and drops the foe in. The target instantly faints if it hits.
90,10,9,The user opens up a fissure in the ground and drops the foe in. The target instantly faints if it hits.
90,11,9,The user opens up a fissure in the ground and drops the target in. The target instantly faints if it hits.
90,14,9,The user opens up a fissure in the ground and drops the target in. The target instantly faints if it hits.
90,15,9,The user opens up a fissure in the ground and drops the target in. The target faints instantly if this attack hits.
90,16,9,The user opens up a fissure in the ground and drops the target in. The target faints instantly if this attack hits.
90,17,9,The user opens up a fissure in the ground and drops the target in. The target faints instantly if this attack hits.
90,18,9,The user opens up a fissure in the ground and drops the target in. The target faints instantly if this attack hits.
91,3,9,1st turn: Burrow 2nd turn: Attack
91,4,9,1st turn: Burrow 2nd turn: Attack
91,5,9,Digs underground the first turn and strikes next turn.
91,6,9,Digs underground the first turn and strikes next turn.
91,7,9,An attack that hits on the 2nd turn. Can also be used to exit dungeons.
91,8,9,"The user burrows, then attacks on the second turn. It can also be used to exit dungeons."
91,9,9,"The user burrows, then attacks on the second turn. It can also be used to exit dungeons."
91,10,9,"The user burrows, then attacks on the second turn. It can also be used to exit dungeons."
91,11,9,"The user burrows, then attacks on the second turn. It can also be used to exit dungeons."
91,14,9,"The user burrows, then attacks on the second turn. It can also be used to exit dungeons."
91,15,9,"The user burrows, then attacks on the next turn. It can also be used to exit dungeons."
91,16,9,"The user burrows, then attacks on the next turn. It can also be used to exit dungeons."
91,17,9,"The user burrows, then attacks on the next turn."
91,18,9,"The user burrows, then attacks on the next turn."
92,3,9,A poison move with increasing damage.
92,4,9,A poison move with increasing damage.
92,5,9,Poisons the foe with an intensifying toxin.
92,6,9,Poisons the foe with an intensifying toxin.
92,7,9,A move that badly poisons the foe. Its poison damage worsens every turn.
92,8,9,A move that leaves the target badly poisoned. Its poison damage worsens every turn.
92,9,9,A move that leaves the target badly poisoned. Its poison damage worsens every turn.
92,10,9,A move that leaves the target badly poisoned. Its poison damage worsens every turn.
92,11,9,A move that leaves the target badly poisoned. Its poison damage worsens every turn.
92,14,9,A move that leaves the target badly poisoned. Its poison damage worsens every turn.
92,15,9,A move that leaves the target badly poisoned. Its poison damage worsens every turn.
92,16,9,A move that leaves the target badly poisoned. Its poison damage worsens every turn.
92,17,9,A move that leaves the target badly poisoned. Its poison damage worsens every turn.
92,18,9,A move that leaves the target badly poisoned. Its poison damage worsens every turn.
93,3,9,An attack that may cause confusion.
93,4,9,An attack that may cause confusion.
93,5,9,A psychic attack that may cause confusion.
93,6,9,A psychic attack that may cause confusion.
93,7,9,A weak telekinetic attack that may also leave the foe confused.
93,8,9,The foe is hit by a weak telekinetic force. It may also leave the foe confused.
93,9,9,The foe is hit by a weak telekinetic force. It may also leave the foe confused.
93,10,9,The foe is hit by a weak telekinetic force. It may also leave the foe confused.
93,11,9,The target is hit by a weak telekinetic force. It may also leave the target confused.
93,14,9,The target is hit by a weak telekinetic force. It may also leave the target confused.
93,15,9,The target is hit by a weak telekinetic force. This may also confuse the target.
93,16,9,The target is hit by a weak telekinetic force. This may also confuse the target.
93,17,9,The target is hit by a weak telekinetic force. This may also confuse the target.
93,18,9,The target is hit by a weak telekinetic force. This may also confuse the target.
94,3,9,An attack that may lower SPCL.DEF.
94,4,9,An attack that may lower SPCL.DEF.
94,5,9,A powerful psychic attack that may lower SP. DEF.
94,6,9,A powerful psychic attack that may lower SP. DEF.
94,7,9,A strong telekinetic attack. It may also lower the foe’s SP. DEF stat.
94,8,9,The foe is hit by a strong telekinetic force. It may also reduce the foe’s Sp. Def stat.
94,9,9,The foe is hit by a strong telekinetic force. It may also reduce the foe’s Sp. Def stat.
94,10,9,The foe is hit by a strong telekinetic force. It may also reduce the foe’s Sp. Def stat.
94,11,9,The target is hit by a strong telekinetic force. It may also reduce the target’s Sp. Def stat.
94,14,9,The target is hit by a strong telekinetic force. It may also reduce the target’s Sp. Def stat.
94,15,9,The target is hit by a strong telekinetic force. This may also lower the target’s Sp. Def stat.
94,16,9,The target is hit by a strong telekinetic force. This may also lower the target’s Sp. Def stat.
94,17,9,The target is hit by a strong telekinetic force. This may also lower the target’s Sp. Def stat.
94,18,9,The target is hit by a strong telekinetic force. This may also lower the target’s Sp. Def stat.
95,3,9,May put the foe to sleep.
95,4,9,May put the foe to sleep.
95,5,9,A hypnotizing move that may induce sleep.
95,6,9,A hypnotizing move that may induce sleep.
95,7,9,Hypnotic suggestion is used to make the foe fall into a deep sleep.
95,8,9,The user employs hypnotic suggestion to make the target fall into a deep sleep.
95,9,9,The user employs hypnotic suggestion to make the target fall into a deep sleep.
95,10,9,The user employs hypnotic suggestion to make the target fall into a deep sleep.
95,11,9,The user employs hypnotic suggestion to make the target fall into a deep sleep.
95,14,9,The user employs hypnotic suggestion to make the target fall into a deep sleep.
95,15,9,The user employs hypnotic suggestion to make the target fall into a deep sleep.
95,16,9,The user employs hypnotic suggestion to make the target fall into a deep sleep.
95,17,9,The user employs hypnotic suggestion to make the target fall into a deep sleep.
95,18,9,The user employs hypnotic suggestion to make the target fall into a deep sleep.
96,3,9,Raises the user's ATTACK.
96,4,9,Raises the user's ATTACK.
96,5,9,Meditates in a peaceful fashion to raise ATTACK.
96,6,9,Meditates in a peaceful fashion to raise ATTACK.
96,7,9,The user meditates to awaken its power and raise its ATTACK stat.
96,8,9,The user meditates to awaken the power deep within its body and raise its Attack stat.
96,9,9,The user meditates to awaken the power deep within its body and raise its Attack stat.
96,10,9,The user meditates to awaken the power deep within its body and raise its Attack stat.
96,11,9,The user meditates to awaken the power deep within its body and raise its Attack stat.
96,14,9,The user meditates to awaken the power deep within its body and raise its Attack stat.
96,15,9,The user meditates to awaken the power deep within its body and raise its Attack stat.
96,16,9,The user meditates to awaken the power deep within its body and raise its Attack stat.
96,17,9,The user meditates to awaken the power deep within its body and raise its Attack stat.
96,18,9,The user meditates to awaken the power deep within its body and raise its Attack stat.
97,3,9,Sharply increases the user's SPEED.
97,4,9,Sharply increases the user's SPEED.
97,5,9,Relaxes the body to sharply boost SPEED.
97,6,9,Relaxes the body to sharply boost SPEED.
97,7,9,The user relaxes and lightens its body to sharply boost its SPEED.
97,8,9,The user relaxes and lightens its body to move faster. It sharply boosts the Speed stat.
97,9,9,The user relaxes and lightens its body to move faster. It sharply boosts the Speed stat.
97,10,9,The user relaxes and lightens its body to move faster. It sharply boosts the Speed stat.
97,11,9,The user relaxes and lightens its body to move faster. It sharply boosts the Speed stat.
97,14,9,The user relaxes and lightens its body to move faster. It sharply boosts the Speed stat.
97,15,9,The user relaxes and lightens its body to move faster. This sharply raises the Speed stat.
97,16,9,The user relaxes and lightens its body to move faster. This sharply raises the Speed stat.
97,17,9,The user relaxes and lightens its body to move faster. This sharply raises the Speed stat.
97,18,9,The user relaxes and lightens its body to move faster. This sharply raises the Speed stat.
98,3,9,Lets the user get in the first hit.
98,4,9,Lets the user get in the first hit.
98,5,9,An extremely fast attack that always strikes first.
98,6,9,An extremely fast attack that always strikes first.
98,7,9,An almost invisibly fast attack that is certain to strike first.
98,8,9,The user lunges at the foe at a speed that makes it almost invisible. It is sure to strike first.
98,9,9,The user lunges at the foe at a speed that makes it almost invisible. It is sure to strike first.
98,10,9,The user lunges at the foe at a speed that makes it almost invisible. It is sure to strike first.
98,11,9,The user lunges at the target at a speed that makes it almost invisible. It is sure to strike first.
98,14,9,The user lunges at the target at a speed that makes it almost invisible. It is sure to strike first.
98,15,9,The user lunges at the target at a speed that makes it almost invisible. This move always goes first.
98,16,9,The user lunges at the target at a speed that makes it almost invisible. This move always goes first.
98,17,9,The user lunges at the target at a speed that makes it almost invisible. This move always goes first.
98,18,9,The user lunges at the target at a speed that makes it almost invisible. This move always goes first.
99,3,9,Raises ATTACK if the user is hit.
99,4,9,Raises ATTACK if the user is hit.
99,5,9,Raises the user’s ATTACK every time it is hit.
99,6,9,Raises the user’s ATTACK every time it is hit.
99,7,9,An attack that becomes stronger each time the user is hit in battle.
99,8,9,"While this move is in use, it gains attack power each time the user is hit in battle. "
99,9,9,"While this move is in use, it gains attack power each time the user is hit in battle. "
99,10,9,"While this move is in use, it gains attack power each time the user is hit in battle. "
99,11,9,"As long as this move is in use, the power of rage raises the Attack stat each time the user is hit in battle."
99,14,9,"As long as this move is in use, the power of rage raises the Attack stat each time the user is hit in battle."
99,15,9,"As long as this move is in use, the power of rage raises the Attack stat each time the user is hit in battle."
99,16,9,"As long as this move is in use, the power of rage raises the Attack stat each time the user is hit in battle."
99,17,9,"As long as this move is in use, the power of rage raises the Attack stat each time the user is hit in battle."
99,18,9,"As long as this move is in use, the power of rage raises the Attack stat each time the user is hit in battle."
100,3,9,A move for fleeing from battle.
100,4,9,A move for fleeing from battle.
100,5,9,A psychic move for fleeing from battle instantly.
100,6,9,A psychic move for fleeing from battle instantly.
100,7,9,Use it to flee from any wild POKéMON. Also warps to the last POKé CENTER.
100,8,9,Use it to flee from any wild Pokémon. It may also be used to warp to the last Poké Center visited.
100,9,9,Use it to flee from any wild Pokémon. It may also be used to warp to the last Poké Center visited.
100,10,9,Use it to flee from any wild Pokémon. It can also warp to the last Pokémon Center visited.
100,11,9,Use it to flee from any wild Pokémon. It can also warp to the last Pokémon Center visited.
100,14,9,Use it to flee from any wild Pokémon. It can also warp to the last Pokémon Center visited.
100,15,9,Use it to flee from any wild Pokémon. It can also warp to the last Pokémon Center visited.
100,16,9,Use it to flee from any wild Pokémon. It can also warp to the last Pokémon Center visited.
100,17,9,Use it to flee from any wild Pokémon.
100,18,9,Use it to flee from any wild Pokémon.
101,3,9,The user's level equals damage HP.
101,4,9,The user's level equals damage HP.
101,5,9,Inflicts damage identical to the user’s level.
101,6,9,Inflicts damage identical to the user’s level.
101,7,9,An attack with a mirage that inflicts damage matching the user’s level.
101,8,9,The user makes the foe see a mirage. It inflicts damage matching the user’s level.
101,9,9,The user makes the foe see a mirage. It inflicts damage matching the user’s level.
101,10,9,The user makes the foe see a mirage. It inflicts damage matching the user’s level.
101,11,9,The user makes the target see a frightening mirage. It inflicts damage matching the user’s level.
101,14,9,The user makes the target see a frightening mirage. It inflicts damage matching the user’s level.
101,15,9,The user makes the target see a frightening mirage. It inflicts damage equal to the user’s level.
101,16,9,The user makes the target see a frightening mirage. It inflicts damage equal to the user’s level.
101,17,9,The user makes the target see a frightening mirage. It inflicts damage equal to the user’s level.
101,18,9,The user makes the target see a frightening mirage. It inflicts damage equal to the user’s level.
102,3,9,Copies a move used by the foe.
102,4,9,Copies a move used by the foe.
102,5,9,Copies a move used by the foe during one battle.
102,6,9,Copies a move used by the foe during one battle.
102,7,9,The user copies the move last used by the foe for the rest of the battle.
102,8,9,The user copies the move last used by the foe. The move can be used for the rest of the battle.
102,9,9,The user copies the move last used by the foe. The move can be used for the rest of the battle.
102,10,9,The user copies the move last used by the foe. The move can be used for the rest of the battle.
102,11,9,The user copies the target’s last move. The move can be used during battle until the Pokémon is switched out.
102,14,9,The user copies the target’s last move. The move can be used during battle until the Pokémon is switched out.
102,15,9,The user copies the target’s last move. The move can be used during battle until the Pokémon is switched out.
102,16,9,The user copies the target’s last move. The move can be used during battle until the Pokémon is switched out.
102,17,9,The user copies the target’s last move. The move can be used during battle until the Pokémon is switched out.
102,18,9,The user copies the target’s last move. The move can be used during battle until the Pokémon is switched out.
103,3,9,Sharply reduces the foe's DEFENSE.
103,4,9,Sharply reduces the foe's DEFENSE.
103,5,9,Emits a screech to sharply reduce the foe’s DEFENSE.
103,6,9,Emits a screech to sharply reduce the foe’s DEFENSE.
103,7,9,An ear-splitting screech is emitted to sharply reduce the foe’s DEFENSE.
103,8,9,An earsplitting screech is emitted to sharply reduce the foe’s Defense stat. 
103,9,9,An earsplitting screech is emitted to sharply reduce the foe’s Defense stat. 
103,10,9,An earsplitting screech is emitted to sharply reduce the foe’s Defense stat. 
103,11,9,An earsplitting screech harshly reduces the target’s Defense stat.
103,14,9,An earsplitting screech harshly reduces the target’s Defense stat.
103,15,9,An earsplitting screech harshly lowers the target’s Defense stat.
103,16,9,An earsplitting screech harshly lowers the target’s Defense stat.
103,17,9,An earsplitting screech harshly lowers the target’s Defense stat.
103,18,9,An earsplitting screech harshly lowers the target’s Defense stat.
104,3,9,Heightens evasive­ ness.
104,4,9,Heightens evasive­ ness.
104,5,9,Creates illusory copies to raise evasiveness.
104,6,9,Creates illusory copies to raise evasiveness.
104,7,9,The user creates illusory copies of itself to raise its evasiveness.
104,8,9,"By moving rapidly, the user makes illusory copies of itself to raise its evasiveness. "
104,9,9,"By moving rapidly, the user makes illusory copies of itself to raise its evasiveness. "
104,10,9,"By moving rapidly, the user makes illusory copies of itself to raise its evasiveness. "
104,11,9,"By moving rapidly, the user makes illusory copies of itself to raise its evasiveness."
104,14,9,"By moving rapidly, the user makes illusory copies of itself to raise its evasiveness."
104,15,9,"By moving rapidly, the user makes illusory copies of itself to raise its evasiveness."
104,16,9,"By moving rapidly, the user makes illusory copies of itself to raise its evasiveness."
104,17,9,"By moving rapidly, the user makes illusory copies of itself to raise its evasiveness."
104,18,9,"By moving rapidly, the user makes illusory copies of itself to raise its evasiveness."
105,3,9,Restores HP by 1/2 the max HP.
105,4,9,Restores HP by 1/2 the max HP.
105,5,9,Recovers up to half the user’s maximum HP.
105,6,9,Recovers up to half the user’s maximum HP.
105,7,9,A self-healing move that restores HP by up to half of the user’s maximum HP.
105,8,9,A self-healing move. The user restores its own HP by up to half of its max HP. 
105,9,9,A self-healing move. The user restores its own HP by up to half of its max HP. 
105,10,9,A self-healing move. The user restores its own HP by up to half of its max HP. 
105,11,9,"Restoring its own cells, the user restores its own HP by half of its max HP."
105,14,9,"Restoring its own cells, the user restores its own HP by half of its max HP."
105,15,9,"Restoring its own cells, the user restores its own HP by half of its max HP."
105,16,9,"Restoring its own cells, the user restores its own HP by half of its max HP."
105,17,9,"Restoring its own cells, the user restores its own HP by half of its max HP."
105,18,9,"Restoring its own cells, the user restores its own HP by half of its max HP."
106,3,9,Raises the user's DEFENSE.
106,4,9,Raises the user's DEFENSE.
106,5,9,Stiffens the body’s  muscles to raise DEFENSE.
106,6,9,Stiffens the body’s  muscles to raise DEFENSE.
106,7,9,The user stiffens all the muscles in its body to raise its DEFENSE stat.
106,8,9,The user stiffens all the muscles in its body to raise its Defense stat. 
106,9,9,The user stiffens all the muscles in its body to raise its Defense stat. 
106,10,9,The user stiffens all the muscles in its body to raise its Defense stat. 
106,11,9,The user stiffens all the muscles in its body to raise its Defense stat.
106,14,9,The user stiffens all the muscles in its body to raise its Defense stat.
106,15,9,The user stiffens all the muscles in its body to raise its Defense stat.
106,16,9,The user stiffens all the muscles in its body to raise its Defense stat.
106,17,9,The user stiffens all the muscles in its body to raise its Defense stat.
106,18,9,The user stiffens all the muscles in its body to raise its Defense stat.
107,3,9,Heightens evasive­ ness.
107,4,9,Heightens evasive­ ness.
107,5,9,Minimizes the user’s size to raise evasiveness.
107,6,9,Minimizes the user’s size to raise evasiveness.
107,7,9,The user compresses all the cells in its body to raise its evasiveness.
107,8,9,The user compresses its body to make itself look smaller. The user’s evasion stat is boosted.
107,9,9,The user compresses its body to make itself look smaller. The user’s evasion stat is boosted.
107,10,9,The user compresses its body to make itself look smaller. The user’s evasion stat is boosted.
107,11,9,"The user compresses its body to make itself look smaller, which sharply raises its evasiveness."
107,14,9,"The user compresses its body to make itself look smaller, which sharply raises its evasiveness."
107,15,9,"The user compresses its body to make itself look smaller, which sharply raises its evasiveness."
107,16,9,"The user compresses its body to make itself look smaller, which sharply raises its evasiveness."
107,17,9,"The user compresses its body to make itself look smaller, which sharply raises its evasiveness."
107,18,9,"The user compresses its body to make itself look smaller, which sharply raises its evasiveness."
108,3,9,Lowers the foe's accuracy.
108,4,9,Lowers the foe's accuracy.
108,5,9,"Lowers the foe’s accuracy using smoke, ink, etc."
108,6,9,"Lowers the foe’s accuracy using smoke, ink, etc."
108,7,9,An obscuring cloud of smoke or ink reduces the foe’s accuracy.
108,8,9,The user releases an obscuring cloud of smoke or ink. It reduces the foe’s accuracy.
108,9,9,The user releases an obscuring cloud of smoke or ink. It reduces the foe’s accuracy.
108,10,9,The user releases an obscuring cloud of smoke or ink. It reduces the foe’s accuracy.
108,11,9,The user releases an obscuring cloud of smoke or ink. It reduces the target’s accuracy.
108,14,9,The user releases an obscuring cloud of smoke or ink. It reduces the target’s accuracy.
108,15,9,The user releases an obscuring cloud of smoke or ink. This lowers the target’s accuracy.
108,16,9,The user releases an obscuring cloud of smoke or ink. This lowers the target’s accuracy.
108,17,9,The user releases an obscuring cloud of smoke or ink. This lowers the target’s accuracy.
108,18,9,The user releases an obscuring cloud of smoke or ink. This lowers the target’s accuracy.
109,3,9,A move that causes confusion.
109,4,9,A move that causes confusion.
109,5,9,A sinister ray that confuses the foe.
109,6,9,A sinister ray that confuses the foe.
109,7,9,The foe is exposed to a sinister ray that triggers confusion.
109,8,9,The foe is exposed to a sinister ray that triggers confusion. 
109,9,9,The foe is exposed to a sinister ray that triggers confusion. 
109,10,9,The foe is exposed to a sinister ray that triggers confusion. 
109,11,9,The target is exposed to a sinister ray that triggers confusion.
109,14,9,The target is exposed to a sinister ray that triggers confusion.
109,15,9,The target is exposed to a sinister ray that triggers confusion.
109,16,9,The target is exposed to a sinister ray that triggers confusion.
109,17,9,The target is exposed to a sinister ray that triggers confusion.
109,18,9,The target is exposed to a sinister ray that triggers confusion.
110,3,9,Heightens the user's DEFENSE.
110,4,9,Heightens the user's DEFENSE.
110,5,9,Withdraws the body into its hard shell to raise DEFENSE.
110,6,9,Withdraws the body into its hard shell to raise DEFENSE.
110,7,9,"The user withdraws its body in its hard shell, raising its DEFENSE stat."
110,8,9,"The user withdraws its body into its hard shell, raising its Defense stat. "
110,9,9,"The user withdraws its body into its hard shell, raising its Defense stat. "
110,10,9,"The user withdraws its body into its hard shell, raising its Defense stat. "
110,11,9,"The user withdraws its body into its hard shell, raising its Defense stat."
110,14,9,"The user withdraws its body into its hard shell, raising its Defense stat."
110,15,9,"The user withdraws its body into its hard shell, raising its Defense stat."
110,16,9,"The user withdraws its body into its hard shell, raising its Defense stat."
110,17,9,"The user withdraws its body into its hard shell, raising its Defense stat."
110,18,9,"The user withdraws its body into its hard shell, raising its Defense stat."
111,3,9,Heightens the user's DEFENSE.
111,4,9,Heightens the user's DEFENSE.
111,5,9,Curls up to conceal weak spots and raise DEFENSE.
111,6,9,Curls up to conceal weak spots and raise DEFENSE.
111,7,9,The user curls up to conceal weak spots and raise its DEFENSE stat.
111,8,9,The user curls up to conceal weak spots and raise its Defense stat. 
111,9,9,The user curls up to conceal weak spots and raise its Defense stat. 
111,10,9,The user curls up to conceal weak spots and raise its Defense stat. 
111,11,9,The user curls up to conceal weak spots and raise its Defense stat.
111,14,9,The user curls up to conceal weak spots and raise its Defense stat.
111,15,9,The user curls up to conceal weak spots and raise its Defense stat.
111,16,9,The user curls up to conceal weak spots and raise its Defense stat.
111,17,9,The user curls up to conceal weak spots and raise its Defense stat.
111,18,9,The user curls up to conceal weak spots and raise its Defense stat.
112,3,9,Sharply increases user's DEFENSE.
112,4,9,Sharply increases user's DEFENSE.
112,5,9,Creates a barrier that sharply raises DEFENSE.
112,6,9,Creates a barrier that sharply raises DEFENSE.
112,7,9,The user creates a sturdy wall that sharply raises its DEFENSE stat.
112,8,9,The user throws up a sturdy wall that sharply raises its Defense stat. 
112,9,9,The user throws up a sturdy wall that sharply raises its Defense stat. 
112,10,9,The user throws up a sturdy wall that sharply raises its Defense stat. 
112,11,9,The user throws up a sturdy wall that sharply raises its Defense stat.
112,14,9,The user throws up a sturdy wall that sharply raises its Defense stat.
112,15,9,The user throws up a sturdy wall that sharply raises its Defense stat.
112,16,9,The user throws up a sturdy wall that sharply raises its Defense stat.
112,17,9,The user throws up a sturdy wall that sharply raises its Defense stat.
112,18,9,The user throws up a sturdy wall that sharply raises its Defense stat.
113,3,9,Ups SPCL.DEF with a wall of light.
113,4,9,Ups SPCL.DEF with a wall of light.
113,5,9,Creates a wall of light that lowers SP. ATK damage.
113,6,9,Creates a wall of light that lowers SP. ATK damage.
113,7,9,A wall of light cuts damage from SP. ATK attacks for five turns.
113,8,9,A wondrous wall of light is put up to suppress damage from special attacks for five turns.
113,9,9,A wondrous wall of light is put up to suppress damage from special attacks for five turns.
113,10,9,A wondrous wall of light is put up to suppress damage from special attacks for five turns.
113,11,9,A wondrous wall of light is put up to suppress damage from special attacks for five turns.
113,14,9,A wondrous wall of light is put up to suppress damage from special attacks for five turns.
113,15,9,A wondrous wall of light is put up to reduce damage from special attacks for five turns.
113,16,9,A wondrous wall of light is put up to reduce damage from special attacks for five turns.
113,17,9,A wondrous wall of light is put up to reduce damage from special attacks for five turns.
113,18,9,A wondrous wall of light is put up to reduce damage from special attacks for five turns.
114,3,9,Eliminates all stat changes.
114,4,9,Eliminates all stat changes.
114,5,9,Creates a black haze that eliminates all stat changes.
114,6,9,Creates a black haze that eliminates all stat changes.
114,7,9,Eliminates all stat changes among all POKéMON engaged in battle.
114,8,9,The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.
114,9,9,The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.
114,10,9,The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.
114,11,9,The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.
114,14,9,The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.
114,15,9,The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.
114,16,9,The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.
114,17,9,The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.
114,18,9,The user creates a haze that eliminates every stat change among all the Pokémon engaged in battle.
115,3,9,Raises DEFENSE with a barrier.
115,4,9,Raises DEFENSE with a barrier.
115,5,9,Creates a wall of light that weakens physical attacks.
115,6,9,Creates a wall of light that weakens physical attacks.
115,7,9,A wall of light cuts damage from physical attacks for five turns.
115,8,9,A wondrous wall of light is put up to suppress damage from physical attacks for five turns.
115,9,9,A wondrous wall of light is put up to suppress damage from physical attacks for five turns.
115,10,9,A wondrous wall of light is put up to suppress damage from physical attacks for five turns.
115,11,9,A wondrous wall of light is put up to suppress damage from physical attacks for five turns.
115,14,9,A wondrous wall of light is put up to suppress damage from physical attacks for five turns.
115,15,9,A wondrous wall of light is put up to reduce damage from physical attacks for five turns.
115,16,9,A wondrous wall of light is put up to reduce damage from physical attacks for five turns.
115,17,9,A wondrous wall of light is put up to reduce damage from physical attacks for five turns.
115,18,9,A wondrous wall of light is put up to reduce damage from physical attacks for five turns.
116,3,9,Raises the criti­ cal hit ratio.
116,4,9,Raises the criti­ cal hit ratio.
116,5,9,Focuses power to raise the critical-hit ratio.
116,6,9,Focuses power to raise the critical-hit ratio.
116,7,9,The user takes a deep breath and focuses to raise its critical-hit ratio.
116,8,9,The user takes a deep breath and focuses to raise the critical-hit ratio of its attacks.
116,9,9,The user takes a deep breath and focuses to raise the critical-hit ratio of its attacks.
116,10,9,The user takes a deep breath and focuses to raise the critical-hit ratio of its attacks.
116,11,9,The user takes a deep breath and focuses so that critical hits land more easily.
116,14,9,The user takes a deep breath and focuses so that critical hits land more easily.
116,15,9,The user takes a deep breath and focuses so that critical hits land more easily.
116,16,9,The user takes a deep breath and focuses so that critical hits land more easily.
116,17,9,The user takes a deep breath and focuses so that critical hits land more easily.
116,18,9,The user takes a deep breath and focuses so that critical hits land more easily.
117,3,9,Waits 2-3 turns & hits back double.
117,4,9,Waits 2-3 turns & hits back double.
117,5,9,Endures attack for 2 turns to retaliate double.
117,6,9,Endures attack for 2 turns to retaliate double.
117,7,9,"The user endures attacks for two turns, then strikes back double."
117,8,9,"The user endures attacks for two turns, then strikes back to cause double the damage taken."
117,9,9,"The user endures attacks for two turns, then strikes back to cause double the damage taken."
117,10,9,"The user endures attacks for two turns, then strikes back to cause double the damage taken."
117,11,9,"The user endures attacks for two turns, then strikes back to cause double the damage taken."
117,14,9,"The user endures attacks for two turns, then strikes back to cause double the damage taken."
117,15,9,"The user endures attacks for two turns, then strikes back to cause double the damage taken."
117,16,9,"The user endures attacks for two turns, then strikes back to cause double the damage taken."
117,17,9,"The user endures attacks for two turns, then strikes back to cause double the damage taken."
117,18,9,"The user endures attacks for two turns, then strikes back to cause double the damage taken."
118,3,9,Randomly uses any POKéMON move.
118,4,9,Randomly uses any POKéMON move.
118,5,9,Waggles a finger to use any POKéMON move at random.
118,6,9,Waggles a finger to use any POKéMON move at random.
118,7,9,Waggles a finger and stimulates the brain into using any move at random.
118,8,9,The user waggles a finger and stimulates the brain into randomly using nearly any move.
118,9,9,The user waggles a finger and stimulates the brain into randomly using nearly any move.
118,10,9,The user waggles a finger and stimulates the brain into randomly using nearly any move.
118,11,9,The user waggles a finger and stimulates its brain into randomly using nearly any move.
118,14,9,The user waggles a finger and stimulates its brain into randomly using nearly any move.
118,15,9,The user waggles a finger and stimulates its brain into randomly using nearly any move.
118,16,9,The user waggles a finger and stimulates its brain into randomly using nearly any move.
118,17,9,The user waggles a finger and stimulates its brain into randomly using nearly any move.
118,18,9,The user waggles a finger and stimulates its brain into randomly using nearly any move.
119,3,9,Counters with the same move.
119,4,9,Counters with the same move.
119,5,9,Counters the foe’s attack with the same move.
119,6,9,Counters the foe’s attack with the same move.
119,7,9,The user counters the move last used by the foe with the same move.
119,8,9,The user counters the foe by mimicking the move last used by the foe.
119,9,9,The user counters the foe by mimicking the move last used by the foe.
119,10,9,The user counters the foe by mimicking the move last used by the foe.
119,11,9,The user counters the target by mimicking the target’s last move.
119,14,9,The user counters the target by mimicking the target’s last move.
119,15,9,The user counters the target by mimicking the target’s last move.
119,16,9,The user counters the target by mimicking the target’s last move.
119,17,9,The user counters the target by mimicking the target’s last move.
119,18,9,The user counters the target by mimicking the target’s last move.
120,3,9,Powerful but makes the user faint.
120,4,9,Powerful but makes the user faint.
120,5,9,Inflicts severe damage but makes the user faint.
120,6,9,Inflicts severe damage but makes the user faint.
